folio,ola,urbano_rural,mujer,indi,edad,d1_1,c5,d5_1,d6_1,c13,d3_1_red,d3_2_red,d4_2_red,d4_3_red,time4
1320134603,1,1,Hombre,indi,35_44,4,4,2,4,1,1,1,2,1,1
1320134603,2,1,Hombre,indi,45_54,4,3,2,4,2,2,1,2,1,2
1320134603,3,1,Hombre,indi,45_54,4,3,4,4,2,1,1,1,2,3
1320134603,4,1,Hombre,indi,45_54,3,4,5,5,3,1,1,2,2,4
1320134608,1,1,Mujer,no_indi,55_64,5,4,2,2,3,2,1,2,1,1
1320134608,2,1,Mujer,indi,55_64,4,4,2,4,1,1,1,1,1,2
1320134608,3,1,Mujer,indi,65+,5,5,1,5,1,1,1,2,1,3
1320134608,4,1,Mujer,indi,65+,5,5,1,5,1,1,1,2,1,4
1320134609,1,1,Mujer,no_indi,55_64,5,4,3,4,2,1,1,1,1,1
1320134609,2,1,Mujer,no_indi,55_64,5,4,2,4,3,2,1,2,1,2
1320134609,3,1,Mujer,no_indi,55_64,5,3,1,4,2,2,2,2,1,3
1320134609,4,1,Mujer,no_indi,65+,5,3,1,4,2,2,2,2,1,4
1320134901,1,1,Hombre,no_indi,18_24,5,1,2,2,1,2,2,1,1,1
1320134901,2,1,Hombre,no_indi,18_24,5,1,2,3,2,2,2,1,1,2
1320134901,3,1,Hombre,no_indi,18_24,4,4,1,4,3,1,1,1,1,3
1320134901,4,1,Hombre,no_indi,18_24,4,4,1,3,3,1,1,1,1,4
1320134902,1,1,Hombre,no_indi,55_64,5,5,3,4,1,2,1,1,1,1
1320134902,2,1,Hombre,no_indi,55_64,4,4,4,4,1,2,1,2,2,2
1320134902,3,1,Hombre,no_indi,55_64,5,4,2,4,1,2,1,1,1,3
1320134902,4,1,Hombre,no_indi,55_64,5,3,4,1,1,2,1,1,1,4
1320134908,1,1,Mujer,indi,55_64,4,4,2,4,2,1,1,1,1,1
1320134908,2,1,Mujer,no_indi,55_64,4,5,4,5,2,1,1,2,2,2
1320134908,3,1,Mujer,indi,55_64,4,5,3,5,3,1,1,2,2,3
1320134908,4,1,Mujer,indi,55_64,5,4,3,4,3,1,1,1,1,4
1320135103,1,1,Hombre,no_indi,65+,5,4,5,3,2,2,2,2,1,1
1320135103,2,1,Hombre,no_indi,65+,4,3,3,4,2,1,1,1,1,2
1320135103,3,1,Hombre,no_indi,65+,5,4,2,4,1,2,1,2,2,3
1320135103,4,1,Hombre,no_indi,65+,5,3,1,3,1,2,2,2,2,4
1320135202,1,1,Mujer,indi,45_54,4,4,4,1,2,2,1,2,1,1
1320135202,2,1,Mujer,indi,45_54,4,5,2,5,3,2,1,1,1,2
1320135202,3,1,Mujer,indi,45_54,2,5,1,4,4,1,1,1,2,3
1320135202,4,1,Mujer,indi,45_54,5,3,4,4,2,2,1,2,2,4
1320164408,1,1,Hombre,indi,65+,5,3,2,4,3,1,1,1,1,1
1320164408,2,1,Hombre,indi,65+,5,4,2,5,2,1,1,2,2,2
1320164408,3,1,Hombre,indi,65+,5,2,1,5,5,2,1,2,2,3
1320164408,4,1,Hombre,no_indi,65+,5,4,3,4,4,2,1,1,1,4
1320164409,1,1,Mujer,no_indi,18_24,4,4,3,4,2,1,1,1,1,1
1320164409,2,1,Mujer,no_indi,25_34,5,3,1,4,1,1,1,1,1,2
1320164409,3,1,Mujer,no_indi,25_34,5,4,1,3,3,1,1,2,2,3
1320164409,4,1,Mujer,no_indi,25_34,5,3,1,2,1,1,1,2,2,4
1320164508,1,1,Hombre,indi,18_24,5,5,2,4,2,1,1,2,1,1
1320164508,2,1,Hombre,indi,18_24,4,4,2,3,3,1,1,1,1,2
1320164508,3,1,Hombre,indi,18_24,4,5,2,4,3,1,1,2,2,3
1320164508,4,1,Hombre,indi,18_24,5,4,1,4,3,2,1,1,1,4
1320356903,1,2,Hombre,indi,45_54,5,4,2,4,4,1,1,2,2,1
1320356903,2,2,Hombre,no_indi,55_64,4,5,3,4,5,1,1,2,2,2
1320356903,3,2,Hombre,no_indi,55_64,5,5,2,4,4,1,1,2,1,3
1320356903,4,2,Hombre,no_indi,55_64,3,4,1,4,3,1,1,1,1,4
1320356904,1,2,Hombre,indi,45_54,5,4,2,5,3,1,1,2,2,1
1320356904,2,2,Hombre,indi,55_64,5,4,2,5,1,1,1,2,2,2
1320356904,3,2,Hombre,indi,55_64,4,4,4,4,3,2,2,2,1,3
1320356904,4,2,Hombre,indi,55_64,5,4,1,4,3,1,1,2,2,4
1320356910,1,2,Hombre,no_indi,45_54,5,5,4,4,1,1,1,1,1,1
1320356910,2,2,Hombre,indi,45_54,5,5,1,5,5,1,1,2,2,2
1320356910,3,2,Hombre,indi,55_64,5,5,2,4,3,1,1,2,2,3
1320356910,4,2,Hombre,no_indi,55_64,3,4,1,2,3,1,1,1,1,4
1330235407,1,1,Hombre,no_indi,65+,2,3,3,2,3,2,2,1,1,1
1330235407,2,1,Hombre,no_indi,65+,4,3,3,4,2,2,2,2,1,2
1330235407,3,1,Hombre,no_indi,65+,4,3,3,4,3,2,2,2,1,3
1330235407,4,1,Hombre,no_indi,65+,5,3,3,1,2,2,2,2,1,4
1330235410,1,1,Hombre,no_indi,65+,4,4,3,1,2,2,2,1,1,1
1330235410,2,1,Hombre,no_indi,65+,4,3,2,4,3,2,1,1,1,2
1330235410,3,1,Hombre,indi,65+,3,5,3,4,2,2,1,1,1,3
1330235410,4,1,Hombre,no_indi,65+,1,2,1,1,3,1,1,1,1,4
1330235411,1,1,Mujer,no_indi,35_44,5,5,2,5,4,2,1,1,1,1
1330235411,2,1,Mujer,no_indi,35_44,5,5,2,4,2,1,1,1,1,2
1330235411,3,1,Mujer,no_indi,45_54,5,4,1,5,3,1,1,2,2,3
1330235411,4,1,Mujer,no_indi,45_54,3,5,4,3,3,1,1,1,1,4
1330235501,1,1,Hombre,indi,25_34,4,3,2,5,4,1,1,1,1,1
1330235501,2,1,Hombre,indi,25_34,4,5,3,5,3,1,1,1,1,2
1330235501,3,1,Hombre,no_indi,35_44,1,4,4,3,4,2,1,1,1,3
1330235501,4,1,Hombre,no_indi,35_44,3,4,1,4,2,1,1,1,1,4
1330235502,1,1,Mujer,indi,45_54,5,5,1,4,5,1,1,2,2,1
1330235502,2,1,Mujer,indi,45_54,4,3,3,4,3,2,1,2,2,2
1330235502,3,1,Mujer,indi,55_64,4,4,2,4,2,1,1,1,1,3
1330235502,4,1,Mujer,indi,55_64,5,5,1,5,3,1,1,1,1,4
1330357103,1,2,Mujer,no_indi,65+,4,5,1,4,1,1,1,1,1,1
1330357103,2,2,Mujer,indi,65+,2,5,1,5,1,1,1,2,1,2
1330357103,3,2,Mujer,no_indi,65+,5,5,2,4,1,2,1,1,2,3
1330357103,4,2,Mujer,no_indi,65+,2,4,1,3,2,2,2,1,1,4
1330357109,1,2,Mujer,indi,35_44,5,3,3,3,2,1,1,1,1,1
1330357109,2,2,Mujer,indi,35_44,5,5,1,4,3,2,1,1,1,2
1330357109,3,2,Mujer,indi,45_54,4,5,1,4,3,1,1,2,1,3
1330357109,4,2,Mujer,indi,45_54,3,4,4,4,5,1,1,1,1,4
1340135601,1,1,Mujer,indi,35_44,5,4,3,4,2,2,2,2,2,1
1340135601,2,1,Mujer,indi,35_44,5,4,2,4,2,2,2,2,2,2
1340135601,3,1,Mujer,indi,35_44,4,4,2,4,3,1,1,1,1,3
1340135601,4,1,Mujer,indi,35_44,5,3,4,2,2,2,2,2,1,4
1340135602,1,1,Mujer,indi,45_54,5,4,4,4,3,1,1,1,1,1
1340135602,2,1,Mujer,indi,45_54,4,4,1,4,4,2,2,2,1,2
1340135602,3,1,Mujer,indi,55_64,4,2,3,4,5,2,1,2,1,3
1340135602,4,1,Mujer,no_indi,55_64,5,5,1,4,2,1,1,1,1,4
1340135605,1,1,Mujer,no_indi,55_64,2,4,2,4,1,1,1,1,1,1
1340135605,2,1,Mujer,no_indi,55_64,4,3,2,4,1,2,1,2,1,2
1340135605,3,1,Mujer,no_indi,55_64,5,5,2,5,2,2,2,2,2,3
1340135605,4,1,Mujer,no_indi,55_64,4,4,4,4,2,1,1,1,1,4
1340135902,1,1,Mujer,indi,25_34,5,5,2,5,5,1,1,2,2,1
1340135902,2,1,Mujer,indi,25_34,5,5,2,5,5,1,1,2,2,2
1340135902,3,1,Mujer,indi,35_44,4,5,2,4,5,2,1,2,2,3
1340135902,4,1,Mujer,indi,35_44,5,3,2,3,3,2,2,2,2,4
1340136009,1,1,Mujer,no_indi,55_64,3,2,2,3,5,1,1,1,1,1
1340136009,2,1,Mujer,no_indi,55_64,4,4,1,4,4,1,1,1,1,2
1340136009,3,1,Mujer,no_indi,55_64,4,4,5,5,4,1,1,1,1,3
1340136009,4,1,Mujer,no_indi,55_64,5,4,3,2,3,1,1,1,1,4
1340136104,1,1,Mujer,no_indi,35_44,5,4,3,5,2,2,2,2,2,1
1340136104,2,1,Mujer,no_indi,35_44,4,3,2,2,1,1,1,1,1,2
1340136104,3,1,Mujer,no_indi,35_44,4,4,2,4,3,2,1,2,1,3
1340136104,4,1,Mujer,no_indi,45_54,4,3,4,4,2,2,2,2,2,4
1340136208,1,1,Mujer,no_indi,18_24,4,3,3,3,2,1,1,1,1,1
1340136208,2,1,Mujer,no_indi,18_24,4,3,3,2,4,2,2,1,2,2
1340136208,3,1,Mujer,no_indi,25_34,5,4,2,3,3,1,1,1,1,3
1340136208,4,1,Mujer,no_indi,25_34,4,3,2,2,2,1,1,1,1,4
1340170601,1,1,Mujer,indi,18_24,4,4,3,3,4,1,2,2,2,1
1340170601,2,1,Mujer,indi,25_34,3,5,2,5,4,2,2,2,2,2
1340170601,3,1,Mujer,indi,25_34,5,5,2,5,3,1,1,2,2,3
1340170601,4,1,Mujer,indi,25_34,4,3,1,4,3,1,1,1,1,4
1340170602,1,1,Mujer,no_indi,65+,3,4,3,3,2,2,2,2,2,1
1340170602,2,1,Mujer,no_indi,65+,4,3,2,4,2,2,2,2,2,2
1340170602,3,1,Mujer,no_indi,65+,1,4,2,4,4,1,1,2,1,3
1340170602,4,1,Mujer,no_indi,65+,5,4,4,4,3,2,2,2,2,4
1340170604,1,1,Mujer,no_indi,35_44,4,4,4,3,2,2,2,2,2,1
1340170604,2,1,Mujer,no_indi,35_44,4,3,2,4,3,1,1,2,2,2
1340170604,3,1,Mujer,no_indi,35_44,5,4,3,4,1,1,1,2,1,3
1340170604,4,1,Mujer,no_indi,45_54,4,3,3,3,3,2,1,2,1,4
1340170607,1,1,Mujer,indi,65+,4,3,3,4,2,2,2,2,2,1
1340170607,2,1,Mujer,indi,65+,4,4,2,4,2,2,2,1,1,2
1340170607,3,1,Mujer,indi,65+,3,4,3,4,3,1,1,1,1,3
1340170607,4,1,Mujer,indi,65+,4,3,2,4,2,2,2,2,2,4
1340170608,1,1,Mujer,indi,25_34,3,5,4,4,3,2,2,1,2,1
1340170608,2,1,Mujer,indi,25_34,4,2,4,4,3,2,2,1,1,2
1340170608,3,1,Mujer,no_indi,25_34,5,2,4,1,1,2,2,2,1,3
1340170608,4,1,Mujer,no_indi,25_34,5,2,2,2,1,1,1,1,1,4
1340236309,1,1,Mujer,indi,18_24,5,5,2,5,5,1,1,2,2,1
1340236309,2,1,Mujer,no_indi,18_24,5,4,1,4,3,1,1,2,2,2
1340236309,3,1,Mujer,no_indi,18_24,3,4,3,3,4,2,2,1,2,3
1340236309,4,1,Mujer,no_indi,25_34,4,3,3,3,3,2,2,2,2,4
1350136407,1,1,Hombre,indi,25_34,4,4,1,4,5,2,2,2,2,1
1350136407,2,1,Hombre,indi,25_34,3,5,3,4,4,1,1,2,1,2
1350136407,3,1,Hombre,indi,25_34,4,4,2,4,3,1,1,2,1,3
1350136407,4,1,Hombre,indi,35_44,4,4,2,4,3,1,1,1,1,4
1360357202,1,2,Mujer,indi,18_24,5,5,1,5,4,2,1,2,2,1
1360357202,2,2,Mujer,indi,18_24,4,4,1,4,2,1,1,2,2,2
1360357202,3,2,Mujer,indi,25_34,5,5,2,4,5,1,1,2,2,3
1360357202,4,2,Mujer,indi,25_34,5,5,1,5,4,1,1,2,2,4
1360357207,1,2,Mujer,indi,18_24,5,4,3,3,4,1,1,2,2,1
1360357207,2,2,Mujer,indi,18_24,4,5,1,5,4,1,1,2,2,2
1360357207,3,2,Mujer,indi,25_34,5,5,1,5,5,1,1,2,2,3
1360357207,4,2,Mujer,indi,25_34,5,5,2,4,3,1,1,1,2,4
1360357208,1,2,Hombre,indi,55_64,4,2,2,4,3,2,1,2,1,1
1360357208,2,2,Hombre,indi,55_64,4,5,2,4,3,1,1,2,1,2
1360357208,3,2,Hombre,no_indi,55_64,5,4,1,4,5,1,1,2,1,3
1360357208,4,2,Hombre,no_indi,65+,5,4,1,5,5,1,1,2,2,4
1360436511,1,1,Hombre,no_indi,35_44,4,5,1,4,3,1,1,2,2,1
1360436511,2,1,Hombre,no_indi,35_44,4,3,2,4,2,1,1,2,1,2
1360436511,3,1,Hombre,indi,45_54,5,5,2,4,3,1,1,2,2,3
1360436511,4,1,Hombre,no_indi,45_54,5,3,3,3,2,1,1,1,1,4
1360536605,1,1,Hombre,no_indi,55_64,5,4,4,2,4,1,2,1,1,1
1360536605,2,1,Hombre,indi,55_64,2,4,1,2,4,1,1,1,1,2
1360536605,3,1,Hombre,no_indi,55_64,5,4,2,3,3,1,1,1,1,3
1360536605,4,1,Hombre,no_indi,65+,2,3,4,3,1,1,1,2,1,4
1410136703,1,1,Mujer,indi,18_24,4,4,3,5,3,2,1,2,1,1
1410136703,2,1,Mujer,indi,25_34,5,4,2,4,3,1,1,2,2,2
1410136703,3,1,Mujer,indi,25_34,4,4,2,4,3,2,1,2,2,3
1410136703,4,1,Mujer,indi,25_34,4,3,3,5,2,1,1,2,2,4
1410136705,1,1,Hombre,no_indi,65+,4,5,2,3,3,1,1,1,1,1
1410136705,2,1,Hombre,no_indi,65+,3,2,2,2,2,2,1,1,1,2
1410136705,3,1,Hombre,no_indi,65+,1,4,2,4,1,1,1,1,1,3
1410136705,4,1,Hombre,indi,65+,4,4,5,4,2,2,1,2,1,4
1410136706,1,1,Mujer,no_indi,65+,5,4,5,1,1,2,2,1,1,1
1410136706,2,1,Mujer,no_indi,65+,3,2,4,1,1,2,2,1,1,2
1410136706,3,1,Mujer,no_indi,65+,4,5,4,2,3,2,1,2,1,3
1410136706,4,1,Mujer,no_indi,65+,5,2,4,2,1,2,2,1,1,4
1410136802,1,1,Mujer,indi,35_44,4,3,2,3,3,2,1,2,1,1
1410136802,2,1,Mujer,indi,35_44,4,4,2,5,3,2,2,2,1,2
1410136802,3,1,Mujer,indi,35_44,5,4,2,4,4,2,2,2,1,3
1410136802,4,1,Mujer,indi,45_54,4,5,3,3,5,2,2,2,2,4
1410136803,1,1,Hombre,no_indi,18_24,5,3,2,3,3,2,2,1,2,1
1410136803,2,1,Hombre,no_indi,18_24,4,3,2,4,3,1,2,2,2,2
1410136803,3,1,Hombre,no_indi,18_24,5,2,2,4,3,1,1,1,1,3
1410136803,4,1,Hombre,no_indi,18_24,5,3,2,4,4,1,1,1,1,4
1410136807,1,1,Mujer,indi,65+,5,3,2,3,3,1,1,2,1,1
1410136807,2,1,Mujer,indi,65+,5,3,2,2,2,2,1,1,1,2
1410136807,3,1,Mujer,no_indi,65+,5,4,2,4,3,2,1,2,2,3
1410136807,4,1,Mujer,no_indi,65+,5,4,2,4,3,2,1,2,2,4
1410136903,1,1,Mujer,indi,45_54,5,3,2,2,3,2,1,2,2,1
1410136903,2,1,Mujer,indi,45_54,4,3,2,2,2,2,1,1,1,2
1410136903,3,1,Mujer,indi,45_54,4,3,2,3,2,2,1,2,2,3
1410136903,4,1,Mujer,indi,45_54,4,3,3,2,2,2,1,1,1,4
1410136905,1,1,Mujer,no_indi,45_54,5,3,2,3,2,1,1,2,2,1
1410136905,2,1,Mujer,indi,55_64,4,4,1,5,4,1,1,2,1,2
1410136905,3,1,Mujer,no_indi,55_64,4,3,2,4,2,1,1,2,1,3
1410136905,4,1,Mujer,no_indi,55_64,4,5,1,4,3,2,1,2,2,4
1410136907,1,1,Mujer,no_indi,25_34,5,4,2,5,5,1,1,2,2,1
1410136907,2,1,Mujer,indi,25_34,4,4,1,5,5,1,2,2,2,2
1410136907,3,1,Mujer,indi,25_34,5,4,2,4,5,1,2,2,2,3
1410136907,4,1,Mujer,indi,25_34,4,4,2,4,3,1,1,2,2,4
1410137002,1,1,Hombre,indi,45_54,4,3,4,4,5,2,1,1,1,1
1410137002,2,1,Hombre,indi,45_54,4,3,2,2,4,1,2,1,1,2
1410137002,3,1,Hombre,indi,45_54,3,5,3,3,4,2,2,2,1,3
1410137002,4,1,Hombre,indi,55_64,4,4,4,4,3,2,1,2,2,4
1410137003,1,1,Mujer,indi,35_44,5,4,3,2,2,2,1,1,2,1
1410137003,2,1,Mujer,indi,45_54,4,5,2,4,3,1,1,1,2,2
1410137003,3,1,Mujer,indi,45_54,4,4,2,4,2,1,1,2,2,3
1410137003,4,1,Mujer,no_indi,45_54,4,4,3,4,3,2,1,1,2,4
1410137005,1,1,Hombre,no_indi,55_64,2,4,3,4,1,1,1,2,1,1
1410137005,2,1,Hombre,indi,55_64,4,1,2,2,2,2,2,1,1,2
1410137005,3,1,Hombre,no_indi,55_64,4,1,3,4,1,2,2,1,1,3
1410137005,4,1,Hombre,no_indi,55_64,4,2,4,2,1,2,1,1,1,4
1410137101,1,1,Mujer,indi,18_24,5,2,2,2,2,1,1,1,1,1
1410137101,2,1,Mujer,indi,25_34,4,3,2,4,3,2,2,1,1,2
1410137101,3,1,Mujer,indi,25_34,4,3,2,4,1,1,1,2,1,3
1410137101,4,1,Mujer,indi,25_34,3,3,1,4,3,1,1,2,2,4
1410137103,1,1,Mujer,indi,45_54,5,5,1,5,2,1,1,1,1,1
1410137103,2,1,Mujer,indi,45_54,5,4,3,5,2,1,2,2,2,2
1410137103,3,1,Mujer,indi,45_54,5,4,2,4,3,1,1,1,2,3
1410137103,4,1,Mujer,indi,45_54,4,4,4,5,3,2,1,2,2,4
1410137108,1,1,Mujer,no_indi,18_24,4,5,1,3,3,2,1,1,2,1
1410137108,2,1,Mujer,no_indi,25_34,5,4,3,3,3,2,1,1,2,2
1410137108,3,1,Mujer,no_indi,25_34,4,3,2,4,3,1,1,1,1,3
1410137108,4,1,Mujer,no_indi,25_34,4,3,2,3,3,2,1,1,1,4
1410137201,1,1,Mujer,indi,45_54,4,2,2,1,1,2,1,1,1,1
1410137201,2,1,Mujer,indi,55_64,2,3,3,4,2,2,1,2,1,2
1410137201,3,1,Mujer,indi,55_64,4,4,2,4,3,2,1,2,1,3
1410137201,4,1,Mujer,indi,55_64,4,4,1,5,5,1,1,2,1,4
1410137203,1,1,Mujer,no_indi,25_34,4,4,2,4,4,2,1,1,1,1
1410137203,2,1,Mujer,indi,35_44,4,4,1,4,2,2,1,1,1,2
1410137203,3,1,Mujer,no_indi,35_44,5,5,1,5,4,2,1,2,1,3
1410137203,4,1,Mujer,no_indi,35_44,4,4,3,3,4,2,1,1,1,4
1410137204,1,1,Mujer,indi,25_34,4,3,2,3,2,1,1,2,2,1
1410137204,2,1,Mujer,indi,25_34,4,3,1,4,5,2,2,2,2,2
1410137204,3,1,Mujer,indi,25_34,5,4,2,4,1,1,1,2,2,3
1410137204,4,1,Mujer,indi,25_34,4,4,2,5,2,1,1,2,2,4
1410137206,1,1,Mujer,no_indi,18_24,3,4,3,4,3,2,1,1,1,1
1410137206,2,1,Mujer,no_indi,18_24,3,4,3,3,2,1,1,1,1,2
1410137206,3,1,Mujer,no_indi,25_34,5,2,3,2,1,2,1,1,1,3
1410137206,4,1,Mujer,no_indi,25_34,2,4,3,2,2,1,1,1,1,4
1410137304,1,1,Mujer,no_indi,65+,4,3,3,2,1,2,1,1,1,1
1410137304,2,1,Mujer,no_indi,65+,5,2,2,3,3,2,1,1,1,2
1410137304,3,1,Mujer,no_indi,65+,5,2,3,2,1,2,2,2,1,3
1410137304,4,1,Mujer,no_indi,65+,3,4,4,3,3,1,1,1,1,4
1410157404,1,2,Mujer,no_indi,45_54,4,3,4,2,4,2,1,1,1,1
1410157404,2,2,Mujer,no_indi,45_54,4,2,4,2,3,2,2,1,1,2
1410157404,3,2,Mujer,no_indi,45_54,4,3,4,3,3,1,1,1,1,3
1410157404,4,2,Mujer,no_indi,45_54,5,3,4,2,5,2,2,2,1,4
1410167309,1,1,Mujer,no_indi,45_54,5,3,4,3,5,2,2,1,1,1
1410167309,2,1,Mujer,no_indi,45_54,2,4,4,4,3,1,1,1,2,2
1410167309,3,1,Mujer,no_indi,55_64,4,4,2,5,1,2,1,2,2,3
1410167309,4,1,Mujer,indi,55_64,5,4,3,4,3,1,1,2,2,4
1410357305,1,2,Mujer,no_indi,35_44,3,4,4,2,4,2,1,1,1,1
1410357305,2,2,Mujer,no_indi,35_44,5,2,4,2,5,2,1,1,1,2
1410357305,3,2,Mujer,indi,45_54,5,4,4,2,5,1,1,1,1,3
1410357305,4,2,Mujer,indi,45_54,5,4,2,4,1,1,1,1,1,4
1410438104,1,1,Hombre,no_indi,65+,4,3,3,2,2,1,1,1,1,1
1410438104,2,1,Hombre,no_indi,65+,3,3,4,4,4,1,1,2,2,2
1410438104,3,1,Hombre,no_indi,65+,4,3,2,4,4,1,1,2,2,3
1410438104,4,1,Hombre,no_indi,65+,4,4,2,4,3,1,1,2,2,4
1410657501,1,2,Hombre,indi,55_64,4,4,4,3,3,1,1,1,1,1
1410657501,2,2,Hombre,indi,55_64,2,4,4,4,5,2,1,2,1,2
1410657501,3,2,Hombre,indi,55_64,5,5,3,4,5,1,1,1,1,3
1410657501,4,2,Hombre,indi,55_64,4,4,4,4,5,2,1,1,2,4
1410675106,1,1,Mujer,no_indi,25_34,4,5,3,3,5,2,2,1,2,1
1410675106,2,1,Mujer,no_indi,25_34,4,3,3,2,5,2,2,2,2,2
1410675106,3,1,Mujer,no_indi,35_44,5,4,3,2,2,2,1,2,1,3
1410675106,4,1,Mujer,indi,35_44,5,4,4,4,4,2,1,1,1,4
1410675107,1,1,Mujer,indi,25_34,4,3,2,2,4,2,2,2,2,1
1410675107,2,1,Mujer,no_indi,25_34,4,3,4,1,3,2,2,1,1,2
1410675107,3,1,Mujer,indi,25_34,4,4,3,3,3,2,2,1,1,3
1410675107,4,1,Mujer,indi,35_44,4,4,3,3,3,2,2,1,1,4
1410837306,1,1,Mujer,no_indi,35_44,4,4,1,3,3,1,1,1,1,1
1410837306,2,1,Mujer,no_indi,35_44,4,2,4,4,3,2,1,1,1,2
1410837306,3,1,Mujer,indi,35_44,5,4,2,4,1,2,1,2,1,3
1410837306,4,1,Mujer,no_indi,35_44,4,4,4,4,4,1,1,1,1,4
1410837403,1,1,Mujer,indi,55_64,5,4,4,2,4,1,1,1,1,1
1410837403,2,1,Mujer,no_indi,55_64,4,2,4,1,2,1,1,2,2,2
1410837403,3,1,Mujer,no_indi,55_64,4,3,3,3,2,2,1,2,2,3
1410837403,4,1,Mujer,indi,55_64,4,1,1,1,1,1,1,1,1,4
1410837405,1,1,Mujer,no_indi,55_64,4,1,2,2,3,1,1,1,1,1
1410837405,2,1,Mujer,no_indi,55_64,3,3,2,3,3,2,2,1,1,2
1410837405,3,1,Mujer,no_indi,65+,5,3,2,3,2,1,1,1,1,3
1410837405,4,1,Mujer,indi,65+,4,5,2,4,5,1,1,1,1,4
1410837501,1,1,Mujer,indi,35_44,3,3,3,4,4,2,1,2,1,1
1410837501,2,1,Mujer,indi,35_44,3,4,3,4,4,1,1,1,1,2
1410837501,3,1,Mujer,indi,35_44,4,3,3,3,4,1,1,1,2,3
1410837501,4,1,Mujer,indi,35_44,4,4,4,3,3,2,1,2,1,4
1410837502,1,1,Mujer,indi,45_54,5,4,4,4,5,2,1,1,1,1
1410837502,2,1,Mujer,indi,45_54,4,5,4,4,4,2,2,1,1,2
1410837502,3,1,Mujer,indi,55_64,5,4,4,4,5,2,2,2,2,3
1410837502,4,1,Mujer,indi,55_64,4,3,4,4,3,1,2,2,1,4
1410837509,1,1,Mujer,no_indi,55_64,5,1,3,2,2,2,1,1,1,1
1410837509,2,1,Mujer,no_indi,55_64,4,3,3,3,3,2,2,1,1,2
1410837509,3,1,Mujer,no_indi,65+,5,4,2,3,2,1,1,1,1,3
1410837509,4,1,Mujer,no_indi,65+,4,4,4,2,3,2,2,1,1,4
1410837510,1,1,Mujer,no_indi,45_54,3,5,4,3,4,2,2,2,1,1
1410837510,2,1,Mujer,no_indi,55_64,5,4,2,1,3,2,2,2,1,2
1410837510,3,1,Mujer,no_indi,55_64,5,3,2,4,1,2,1,2,2,3
1410837510,4,1,Mujer,no_indi,55_64,5,3,2,4,1,2,1,2,2,4
1410857606,1,2,Hombre,no_indi,65+,4,2,4,1,5,2,2,1,1,1
1410857606,2,2,Hombre,no_indi,65+,1,5,4,4,1,2,2,1,1,2
1410857606,3,2,Hombre,indi,65+,5,3,4,5,5,2,1,1,1,3
1410857606,4,2,Hombre,no_indi,65+,1,4,4,5,4,2,2,1,1,4
1410857704,1,2,Hombre,no_indi,45_54,4,2,2,4,3,1,1,1,1,1
1410857704,2,2,Hombre,no_indi,55_64,4,2,1,2,2,1,1,1,1,2
1410857704,3,2,Hombre,indi,55_64,5,5,1,3,5,1,1,1,1,3
1410857704,4,2,Hombre,indi,55_64,5,5,1,3,5,1,1,1,1,4
1410857801,1,2,Hombre,indi,18_24,5,4,2,3,5,1,1,1,1,1
1410857801,2,2,Hombre,indi,25_34,4,4,2,2,5,1,1,1,1,2
1410857801,3,2,Hombre,indi,25_34,4,4,2,4,2,1,1,1,1,3
1410857801,4,2,Hombre,indi,25_34,4,4,4,4,3,2,2,2,2,4
1410857802,1,2,Mujer,indi,65+,4,4,4,3,5,2,2,2,2,1
1410857802,2,2,Mujer,indi,65+,3,3,3,3,3,1,1,1,1,2
1410857802,3,2,Mujer,indi,65+,5,5,1,4,4,1,1,1,1,3
1410857802,4,2,Mujer,indi,65+,5,5,1,4,4,1,1,1,1,4
1410857901,1,2,Mujer,indi,45_54,4,3,2,4,4,1,1,2,1,1
1410857901,2,2,Mujer,indi,45_54,4,3,3,4,4,2,1,1,1,2
1410857901,3,2,Mujer,indi,45_54,5,2,2,4,3,2,2,2,2,3
1410857901,4,2,Mujer,indi,45_54,5,2,2,2,3,2,2,2,2,4
1410857906,1,2,Mujer,no_indi,18_24,5,5,1,3,3,1,1,2,2,1
1410857906,2,2,Mujer,no_indi,25_34,4,3,3,3,3,2,1,2,1,2
1410857906,3,2,Mujer,no_indi,25_34,4,3,2,4,3,1,1,2,1,3
1410857906,4,2,Mujer,no_indi,25_34,3,3,1,3,2,2,1,2,1,4
1410858003,1,2,Hombre,indi,25_34,4,2,4,2,5,2,2,1,1,1
1410858003,2,2,Hombre,indi,25_34,4,2,4,2,5,2,1,1,1,2
1410858003,3,2,Hombre,indi,25_34,4,4,2,2,3,2,2,1,2,3
1410858003,4,2,Hombre,indi,35_44,4,4,2,2,3,2,2,1,2,4
1410858005,1,2,Hombre,no_indi,45_54,4,2,4,1,4,2,2,1,1,1
1410858005,2,2,Hombre,no_indi,55_64,4,2,3,2,4,2,1,1,1,2
1410858005,3,2,Hombre,indi,55_64,1,2,2,2,4,2,1,1,1,3
1410858005,4,2,Hombre,indi,55_64,1,3,1,1,3,1,1,1,1,4
1410858103,1,2,Mujer,indi,55_64,4,2,2,2,5,1,1,1,1,1
1410858103,2,2,Mujer,indi,55_64,4,1,3,2,5,2,1,1,1,2
1410858103,3,2,Mujer,indi,65+,4,3,3,2,2,2,2,1,1,3
1410858103,4,2,Mujer,indi,65+,3,4,4,2,2,2,2,2,2,4
1410858105,1,2,Hombre,no_indi,65+,4,3,4,1,5,2,2,1,1,1
